match_id,team,player_id,player_name,period,zone,channel,metric_name,player_frame_count,occupation_share,team_density_share,avg_x_oriented,avg_y_oriented,confidence_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,240529,J. Kuchta,1,attacking_third,right_channel,spatial_occupation,728,0.007586,0.000958,31.8638,17.9045,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,475413,Gabriel Pereira,1,defensive_third,right_channel,spatial_occupation,324,0.002237,0.000427,-38.5819,19.9681,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,477672,A. Simsir,1,defensive_third,central_channel,spatial_occupation,6351,0.066095,0.008361,-31.8184,-4.7186,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,96787,M. Elyounoussi,1,attacking_third,right_channel,spatial_occupation,1823,0.013928,0.0024,34.5467,21.2212,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,96787,M. Elyounoussi,1,middle_third,right_channel,spatial_occupation,716,0.00547,0.000943,9.1749,17.9997,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,494784,Oliver Sorensen,1,attacking_third,central_channel,spatial_occupation,18436,0.127268,0.02427,33.2316,-1.1227,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,1,defensive_third,central_channel,spatial_occupation,9914,0.090022,0.013051,-35.4665,1.9415,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,457214,G. Onugkha,1,defensive_third,central_channel,spatial_occupation,11342,0.078296,0.014931,-39.4401,1.5855,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,120721,K. Mbabu,1,attacking_third,central_channel,spatial_occupation,8827,0.060935,0.01162,43.5822,3.8711,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,1,attacking_third,left_channel,spatial_occupation,758,0.005518,0.000998,29.8438,-17.7719,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,433957,M. Mattsson,1,defensive_third,left_channel,spatial_occupation,1346,0.012182,0.001772,-30.3497,-18.5404,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,533646,D. Osorio,1,middle_third,left_channel,spatial_occupation,1438,0.010468,0.001893,2.5396,-18.8211,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,220246,P. Hatzidiakos,1,middle_third,left_channel,spatial_occupation,2918,0.023187,0.003841,0.5832,-20.0409,high
