match_id,team,opponent,period,minute_bin,metric_name,metric_value,metric_unit,zone,channel,interpretation_label,insight_text,dashboard_section,recommended_chart_type,priority_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,40,threat,0.7354,index,,,dominant,FCM produced 0.74 threat in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,40,final_third_entries,6,count,,,high,FCM produced 6.00 final third entries in minute bin 40.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,40,attacking_third_actions,5,count,,,high,FCK produced 5.00 attacking third actions in minute bin 40.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,40,box_entries,2,count,,,moderate,FCK produced 2.00 box entries in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,40,shots,0,count,,,low,FCK produced 0.00 shots in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,40,danger_entries,5,count,,,high,FCK produced 5.00 danger entries in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,40,threat,0.33,index,,,limited,FCK produced 0.33 threat in minute bin 40.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,40,final_third_entries,3,count,,,high,FCK produced 3.00 final third entries in minute bin 40.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,45,attacking_third_actions,45,count,,,high,FCM produced 45.00 attacking third actions in minute bin 45.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,45,box_entries,27,count,,,high,FCM produced 27.00 box entries in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,45,shots,0,count,,,low,FCM produced 0.00 shots in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,45,danger_entries,43,count,,,high,FCM produced 43.00 danger entries in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,45,threat,2.53,index,,,dominant,FCM produced 2.53 threat in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,45,final_third_entries,19,count,,,high,FCM produced 19.00 final third entries in minute bin 45.,Executive Match Overview,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,45,attacking_third_actions,23,count,,,high,FCK produced 23.00 attacking third actions in minute bin 45.,Territory & Control,dual-axis timeline,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,45,box_entries,5,count,,,high,FCK produced 5.00 box entries in minute bin 45.,Chance Creation & Final Third,dual-axis timeline,high
