match_id,team,opponent,period,minute_bin,metric_name,metric_value,metric_unit,zone,channel,interpretation_label,insight_text,dashboard_section,recommended_chart_type,priority_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,progressive_passes,2,count,attacking_third,left_channel,moderate,FCK generated 2.00 progressive passes in attacking_third/left_channel.,Territory & Control,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,final_third_entries,0,count,attacking_third,left_channel,low,FCK generated 0.00 final third entries in attacking_third/left_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,box_entries,6,count,attacking_third,left_channel,moderate,FCK generated 6.00 box entries in attacking_third/left_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,dangerous_losses,0,count,attacking_third,left_channel,low,FCK generated 0.00 dangerous losses in attacking_third/left_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,recoveries,10,count,attacking_third,left_channel,high,FCK generated 10.00 recoveries in attacking_third/left_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,FCM,,,threat,0.6,index,attacking_third,left_channel,moderate,FCK generated 0.60 threat in attacking_third/left_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,total_actions,129,count,defensive_third,right_channel,high,FCM generated 129.00 total actions in defensive_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,progressive_passes,1,count,defensive_third,right_channel,moderate,FCM generated 1.00 progressive passes in defensive_third/right_channel.,Territory & Control,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,final_third_entries,5,count,defensive_third,right_channel,moderate,FCM generated 5.00 final third entries in defensive_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,box_entries,1,count,defensive_third,right_channel,moderate,FCM generated 1.00 box entries in defensive_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,dangerous_losses,0,count,defensive_third,right_channel,low,FCM generated 0.00 dangerous losses in defensive_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,recoveries,15,count,defensive_third,right_channel,high,FCM generated 15.00 recoveries in defensive_third/right_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,threat,0.9673,index,defensive_third,right_channel,moderate,FCM generated 0.97 threat in defensive_third/right_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,total_actions,146,count,middle_third,left_channel,high,FCM generated 146.00 total actions in middle_third/left_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,progressive_passes,9,count,middle_third,left_channel,moderate,FCM generated 9.00 progressive passes in middle_third/left_channel.,Territory & Control,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,final_third_entries,24,count,middle_third,left_channel,high,FCM generated 24.00 final third entries in middle_third/left_channel.,Executive Match Overview,pitch heatmap,medium
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,box_entries,3,count,middle_third,left_channel,moderate,FCM generated 3.00 box entries in middle_third/left_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,dangerous_losses,0,count,middle_third,left_channel,low,FCM generated 0.00 dangerous losses in middle_third/left_channel.,Chance Creation & Final Third,pitch heatmap,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,FCK,,,recoveries,25,count,middle_third,left_channel,high,FCM generated 25.00 recoveries in middle_third/left_channel.,Executive Match Overview,pitch heatmap,medium
